Market,ARIMA_Improvement_%,LSTM_Improvement_%,Prophet_Improvement_%
Pasar Sukaramai,-22.87887425702344,-6.632757723646818,2.5970131986029696
Pasar Aksara,0.544075839424002,-11.331194188075903,2.15196332594301
Pasar Petisah,-30.18238516838864,-6.46474524985229,2.0197241837490765
Pusat Pasar,0.3108561531797052,-8.984127628617495,0.49439798533685686
Pasar Brayan,-0.055809397527599676,-7.446590925579153,0.24038515020895937
