Date,Pasar Sukaramai,Pasar Aksara,Pasar Petisah,Pusat Pasar,Pasar Brayan
2024-01-01,0.16901408450704225,0.14285714285714285,0.1481481481481482,0.14728682170542634,0.09285714285714286
2024-01-02,0.2816901408450705,0.2142857142857143,0.2222222222222222,0.18604651162790697,0.1785714285714286
2024-01-03,0.2816901408450705,0.2142857142857143,0.2222222222222222,0.18604651162790697,0.1785714285714286
2024-01-04,0.2816901408450705,0.14285714285714285,0.1481481481481482,0.18604651162790697,0.14285714285714285
2024-01-05,0.16901408450704225,0.14285714285714285,0.1481481481481482,0.10077519379844962,0.14285714285714285
2024-01-08,0.16901408450704225,0.14285714285714285,0.1481481481481482,0.10077519379844962,0.14285714285714285
2024-01-09,0.15492957746478875,0.14285714285714285,0.1481481481481482,0.10077519379844962,0.05714285714285716
2024-01-10,0.15492957746478875,0.07142857142857145,0.1481481481481482,0.10077519379844962,0.05714285714285716
2024-01-11,0.11971830985915494,0.07142857142857145,0.1481481481481482,0.10077519379844962,0.05714285714285716
2024-01-12,0.11971830985915494,0.07142857142857145,0.1481481481481482,0.07751937984496127,0.05714285714285716
2024-01-15,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.2635658914728682,0.14285714285714285
2024-01-16,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.2635658914728682,0.14285714285714285
2024-01-17,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.2248062015503876,0.14285714285714285
2024-01-18,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.2248062015503876,0.14285714285714285
2024-01-19,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.20155038759689925,0.14285714285714285
2024-01-22,0.2605633802816901,0.22857142857142854,0.23703703703703705,0.2713178294573643,0.2142857142857143
2024-01-23,0.1830985915492958,0.17142857142857143,0.1777777777777778,0.20155038759689925,0.14285714285714285
2024-01-24,0.1830985915492958,0.17142857142857143,0.1777777777777778,0.20155038759689925,0.14285714285714285
2024-01-25,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.3023255813953489,0.2142857142857143
2024-01-26,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.3023255813953489,0.14285714285714285
2024-01-29,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.3023255813953489,0.14285714285714285
2024-01-30,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.2635658914728682,0.14285714285714285
2024-01-31,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.2635658914728682,0.14285714285714285
2024-02-01,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.2635658914728682,0.14285714285714285
2024-02-02,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.2713178294573643,0.14285714285714285
2024-02-05,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.34108527131782945,0.14285714285714285
2024-02-06,0.23943661971830987,0.22857142857142854,0.23703703703703705,0.3255813953488372,0.14285714285714285
2024-02-07,0.2816901408450705,0.2571428571428571,0.2666666666666667,0.3255813953488372,0.14285714285714285
2024-02-08,0.2816901408450705,0.2571428571428571,0.2666666666666667,0.3255813953488372,0.14285714285714285
2024-02-09,0.2816901408450705,0.2571428571428571,0.2666666666666667,0.3255813953488372,0.14285714285714285
2024-02-12,0.3943661971830986,0.3571428571428571,0.33333333333333337,0.4186046511627907,0.3571428571428571
2024-02-13,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.372093023255814,0.2857142857142857
2024-02-14,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.372093023255814,0.2857142857142857
2024-02-15,0.6267605633802817,0.5714285714285714,0.6296296296296297,0.6511627906976745,0.5714285714285714
2024-02-16,0.5422535211267606,0.5,0.5925925925925927,0.5348837209302326,0.5428571428571428
2024-02-19,0.6267605633802817,0.5714285714285714,0.5925925925925927,0.6666666666666667,0.5714285714285714
2024-02-20,0.5563380281690141,0.5714285714285714,0.5925925925925927,0.6666666666666667,0.5
2024-02-21,0.5563380281690141,0.5714285714285714,0.5925925925925927,0.6666666666666667,0.5
2024-02-22,0.6971830985915494,0.7142857142857143,0.7407407407407407,0.7674418604651163,0.6428571428571429
2024-02-23,0.6971830985915494,0.7142857142857143,0.7407407407407407,0.7674418604651163,0.6428571428571429
2024-02-26,0.6971830985915494,0.7142857142857143,0.7407407407407407,0.6511627906976745,0.5714285714285714
2024-02-27,0.6971830985915494,0.7142857142857143,0.7407407407407407,0.6511627906976745,0.5714285714285714
2024-02-28,0.6971830985915494,0.7142857142857143,0.7407407407407407,0.7286821705426356,0.5714285714285714
2024-02-29,0.6971830985915494,0.7142857142857143,0.7407407407407407,0.7286821705426356,0.5714285714285714
2024-03-01,0.6267605633802817,0.5714285714285714,0.5925925925925927,0.6899224806201552,0.5714285714285714
2024-03-04,0.4859154929577465,0.4285714285714286,0.4444444444444444,0.4186046511627907,0.3571428571428571
2024-03-05,0.4859154929577465,0.4285714285714286,0.4444444444444444,0.4186046511627907,0.3571428571428571
2024-03-06,0.4859154929577465,0.5,0.5185185185185185,0.5736434108527131,0.3571428571428571
2024-03-07,0.5563380281690141,0.5714285714285714,0.5925925925925927,0.6511627906976745,0.4285714285714286
2024-03-08,0.6267605633802817,0.5714285714285714,0.5925925925925927,0.6511627906976745,0.5
2024-03-11,0.6267605633802817,0.5714285714285714,0.5925925925925927,0.6511627906976745,0.5
2024-03-12,0.6267605633802817,0.5714285714285714,0.5925925925925927,0.6511627906976745,0.5
2024-03-13,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999
2024-03-14,0.8380281690140846,0.7142857142857143,0.7407407407407407,0.8449612403100775,0.7142857142857143
2024-03-15,0.6971830985915494,0.6428571428571429,0.6666666666666667,0.7674418604651163,0.7142857142857143
2024-03-18,0.34507042253521125,0.4285714285714286,0.4444444444444444,0.37984496124031014,0.2857142857142857
2024-03-19,0.34507042253521125,0.2857142857142857,0.2962962962962963,0.310077519379845,0.22857142857142854
2024-03-20,0.323943661971831,0.2857142857142857,0.2962962962962963,0.310077519379845,0.22857142857142854
2024-03-21,0.2816901408450705,0.2142857142857143,0.2222222222222222,0.2635658914728682,0.22857142857142854
2024-03-22,0.15492957746478875,0.2142857142857143,0.16296296296296298,0.17054263565891475,0.14285714285714285
2024-03-25,0.3943661971830986,0.3571428571428571,0.33333333333333337,0.4573643410852713,0.2857142857142857
2024-03-26,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.34108527131782945,0.2857142857142857
2024-03-27,0.2816901408450705,0.22857142857142854,0.23703703703703705,0.310077519379845,0.2142857142857143
2024-03-28,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.2248062015503876,0.2142857142857143
2024-03-29,0.1830985915492958,0.2142857142857143,0.2222222222222222,0.2248062015503876,0.2142857142857143
2024-04-01,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.34108527131782945,0.2857142857142857
2024-04-02,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.34108527131782945,0.2857142857142857
2024-04-03,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.34108527131782945,0.2857142857142857
2024-04-04,0.3380281690140845,0.2857142857142857,0.2962962962962963,0.34108527131782945,0.2857142857142857
2024-04-05,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-08,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-09,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-10,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-11,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-12,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-15,0.3943661971830986,0.3571428571428571,0.37037037037037035,0.44186046511627913,0.3571428571428571
2024-04-16,0.11267605633802819,0.05714285714285716,0.05925925925925929,0.10077519379844962,0.07142857142857145
2024-04-17,0.11267605633802819,0.05714285714285716,0.05925925925925929,0.18604651162790697,0.07142857142857145
2024-04-18,0.16901408450704225,0.14285714285714285,0.11851851851851852,0.24031007751937988,0.10000000000000003
